央视,#genre#
北京卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
湖南卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
江苏卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
浙江卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
东方卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
安徽卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
黑龙江卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
辽宁卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
深圳卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
广东卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
天津卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
湖北卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
山东卫视 HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226695/1.m3u8?fbl=
福建东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8#https://iptv.luas.edu.cn/liverespath/bfbbd9a299af8614a14139c6d5ecb8ba27bd38ba/index.m3u8?fbl=
江苏卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-20
广西卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-21
湖南卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-24
北京卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-26
天津卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-27
安徽卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-29
深圳卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-31
吉林卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-33
山东卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-34
江西卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-35
河南卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-36
河北卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-37
甘肃卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-38
云南卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-41
海南卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-43
四川卫视 8M,http://cfss.cc/ds/bst.php?id=Cf-22
延边卫视 (720p),http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
海南卫视 (720p) [Not 24/7],http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e
西藏卫视 (576p),http://media.vtibet.com/masvod/HLSLive/9/hanyuTV_q1.m3u8

东方,#genre#
东方财经,https://live.v1.mk/api/bestv.php?id=dfcjhd8m/8000000
东方财经 8M,http://cfss.cc/ds/bst.php?id=Cf-82

广东,#genre#
广东综艺4K,http://v2.91kds.cn/b9/itouchtv.m3u8?fmt=hls&id=gdtvs3&auth=rinimabi
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8#http://glive.grtn.cn/live/wenhua_test0203.m3u8?fbl=$QWDX高清
广东南方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
广东嘉佳卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
广东珠江,http://14.23.93.154:1099/tsfile/live/1005_1.m3u8?fbl=
广东深圳龙岗,http://lglivepull.sznews.com/live/2647.m3u8?fbl=#http://183.237.231.139:9901/tsfile/live/1026_1.m3u8?fbl=
广东深圳电视剧,http://183.237.231.139:9901/tsfile/live/1020_1.m3u8?fbl=
广东深圳都市,http://183.237.231.139:9901/tsfile/live/1019_1.m3u8?fbl=
广东深圳体育健康,http://183.237.231.139:9901/tsfile/live/1023_1.m3u8?fbl=
广东深圳财经生活,http://183.237.231.139:9901/tsfile/live/1021_1.m3u8?fbl=$SZYD超清
广东深圳娱乐,http://183.237.231.139:9901/tsfile/live/1022_1.m3u8?fbl=$SZYD超清
广东深圳少儿,http://183.237.231.139:9901/tsfile/live/1024_1.m3u8?fbl=$SZYD超清
广东深圳公共,http://183.237.231.139:9901/tsfile/live/1025_1.m3u8?fbl=$SZYD超清
广东宝安,http://183.237.231.139:9901/tsfile/live/1028_1.m3u8?fbl=$SZYD超清
广东揭阳综合,http://183.237.231.139:9901/tsfile/live/1030_1.m3u8?fbl=$SZYD超清
广东揭阳生活,http://183.237.231.139:9901/tsfile/live/1031_1.m3u8?fbl=$SZYD超清
广东韶关综合,http://183.237.231.139:9901/tsfile/live/1032_1.m3u8?fbl=$SZYD超清
广东清远综合,http://183.237.231.139:9901/tsfile/live/1033_1.m3u8?fbl=$SZYD超清
广东清远文旅生活,http://183.237.231.139:9901/tsfile/live/1034_1.m3u8?fbl=$SZYD超清
广东肇庆综合,http://183.237.231.139:9901/tsfile/live/1036_1.m3u8?fbl=$SZYD超清
广东肇庆生活服务,http://183.237.231.139:9901/tsfile/live/1037_1.m3u8?fbl=$SZYD超清
广东湛江综合,http://183.237.231.139:9901/tsfile/live/1038_1.m3u8?fbl=$SZYD超清
广东湛江公共,http://183.237.231.139:9901/tsfile/live/1039_1.m3u8?fbl=$SZYD超清
广东珠海综合,http://183.237.231.139:9901/tsfile/live/1040_1.m3u8?fbl=$SZYD超清
广东珠海公共,http://183.237.231.139:9901/tsfile/live/1041_1.m3u8?fbl=$SZYD超清
广东惠州综合,http://183.237.231.139:9901/tsfile/live/1042_1.m3u8?fbl=$SZYD超清?fbl=$SZYD超清
广东惠州公共生活,http://183.237.231.139:9901/tsfile/live/1043_1.m3u8?fbl=$SZYD超清
广东汕头综合,http://183.237.231.139:9901/tsfile/live/1044_1.m3u8?fbl=$SZYD超清
广东汕头经济生活,http://183.237.231.139:9901/tsfile/live/1045_1.m3u8?fbl=$SZYD超清
广东汕头文旅体育,http://183.237.231.139:9901/tsfile/live/1046_1.m3u8?fbl=$SZYD超清
广东茂名综合,http://183.237.231.139:9901/tsfile/live/1060_1.m3u8?fbl=$SZYD超清
广东深圳移动电视,http://183.237.231.139:9901/tsfile/live/1049_1.m3u8?fbl=$SZYD超清
广东广州-珠江,http://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8
广东江门-都斛镇,http://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
广东韶关-新丰马头镇,http://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
广东深圳-福田中央商务区,http://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
广东阳江-海陵岛,http://gcalic.v.myalicdn.com/gc/sgns01_1/index.m3u8
广东珠海-港珠澳大桥,http://gcalic.v.myalicdn.com/gc/qdls04_1/index.m3u8
广东-东莞中心广场,http://gcalic.v.myalicdn.com/gc/zsslstpt_1/index.m3u8
广东 Ⅰ 韶关公共台 (720p) [Not 24/7],https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
广东 Ⅰ 韶关综合台 (720p) [Not 24/7],https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8

北京,#genre#
BTV北京纪实科教-8K,http://159.75.85.63:6798
北京冬奥纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226232/index.m3u8
北京新闻,http://live.funhillrm.com/5/sd/live.m3u8?fbl=#https://iptv.luas.edu.cn/liverespath/b19542a8760e5fc0346098925cbafdd9e23395f4/index.m3u8?fbl=#https://iptv.luas.edu.cn/liverespath/e0f83dca54734aea4920c0125111c84859d2a012/index.m3u8?fbl=
北京房山,http://live.funhillrm.com/2/sd/live.m3u8?fbl=$QWDX高清
北京石景山,http://live.sjsrm.com/bjsjs/sd/live.m3u8?fbl=$QWDX超清
北京财经,https://iptv.luas.edu.cn/liverespath/da4b2d170d47e48cfd4dcd6db27b7088a876aa30/index.m3u8?fbl=$LZJY标清
北京生活,https://iptv.luas.edu.cn/liverespath/89ed1379f4c4cc9a436aacabc882365f512a7595/index.m3u8?fbl=$LZJY标清
北京体育休闲,https://iptv.luas.edu.cn/liverespath/9535e4def9ec36aaf65f8f87a8af664b81f4bf23/index.m3u8?fbl=#https://iptv.luas.edu.cn/liverespath/f837576f59a881e17cdd29040feea764e8c6dfd0/index.m3u8?fbl=
北京文艺,https://iptv.luas.edu.cn/liverespath/d733639566a36d59f45cfa348b5807b7d94b02a1/index.m3u8?fbl=#https://iptv.luas.edu.cn/liverespath/df76b690ed09ed3949eb8579ea5a7728e6cbd03f/index.m3u8?fbl=
北京影视,https://iptv.luas.edu.cn/liverespath/81c76654ab5e6ce4d49c97b9eeccebcf3f579c01/index.m3u8?fbl=#https://iptv.luas.edu.cn/liverespath/d68ca2a45a66f1289325852228ee748974c431ca/index.m3u8?fbl=
北京-海洋馆,http://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
北京-怀柔黄花城水长城01,http://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
北京-鸟巢水立方,http://gcalic.v.myalicdn.com/gc/glxs01_1/index.m3u8
北京-香山,http://gcalic.v.myalicdn.com/gc/yxhcnh_1/index.m3u8
北京-新首钢大桥,http://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8

江苏,#genre#
江苏8K,http://[2409:8087:2001:20:2800:0:df6e:eb04]/wh7f454c46tw1782571424_-1576923679/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8?icpid=3&RTS=1674188624&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
江苏优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225795/index.m3u8
江苏东海综合,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?fbl=$ZJDX超清
江苏东台综合,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?fbl=$ZJDX超清
江苏赣榆综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?fbl=$ZJDX标清
江苏高邮综合,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?fbl=$ZJDX超清
江苏海安综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8?fbl=$ZJDX超清
江苏淮阴影院,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/hyys.m3u8?fbl=$ZJDX标清
江苏淮阴综合,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?fbl=$ZJDX标清
江苏贾汪旅游,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8?fbl=$ZJDX超清
江苏贾汪综合,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8?fbl=$ZJDX超清
江苏江宁综合,http://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?fbl=$ZJDX超清
江苏金湖综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?fbl=$ZJDX超清
江苏沛县综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?fbl=$ZJDX高清
江苏如东综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?fbl=$ZJDX高清
江苏泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?fbl=$ZJDX超清
江苏泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?fbl=$ZJDX超清
江苏睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?fbl=$ZJDX高清
江苏睢宁生活,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?fbl=$ZJDX高清
江苏睢宁综合,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?fbl=$ZJDX高清
江苏宿豫综合,http://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?fbl=$ZJDX超清
江苏盐都综合,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?fbl=$ZJDX超清
江苏扬中党建民生,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8?fbl=$ZJDX标清
江苏扬中综合,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8?fbl=$ZJDX标清
江苏金坛综合,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?fbl=$ZJDX标清
江苏苏州综合,https://tylive.kan0512.com/norecord/norecord_csztv1.m3u8?fbl=$QWDX超清
江苏苏州社会经济,https://tylive.kan0512.com/norecord/norecord_csztv2.m3u8?fbl=$QWDX超清
江苏苏州文化生活,https://tylive.kan0512.com/norecord/norecord_csztv3.m3u8?fbl=$QWDX超清
江苏苏州生活资讯,https://tylive.kan0512.com/norecord/norecord_csztv5.m3u8?fbl=$QWDX超清
江苏滨海综合,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?fbl=#http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8?fbl=
江苏滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?fbl=$QWDX超清
江苏滨海影院,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?fbl=$QWDX超清
江苏靖江綜合,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8?fbl=$TZDX高清
江苏溧水综合,http://live.lsrmw.cn/zhpd/sd/live.m3u8?fbl=$NJDX高清
江苏张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?fbl=$SZDX高清
江苏铜山1综合频道,http://stream.tstvxmt.com/tstv1/sd/live.m3u8?fbl=$XZDX高清
江苏南京综合,http://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8?fbl=$QWDX高清
江苏南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8?fbl=$QWDX高清
江苏南京生活,http://live.nbs.cn/channels/njtv/shpd/nbs06.m3u8?fbl=$QWDX高清
江苏南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8?fbl=$QWDX高清
江苏南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?fbl=$QWDX高清
江苏南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?fbl=$QWDX高清
江苏南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8?fbl=$QWDX高清
江苏无锡综合,http://stream.thmz.com/wxtv1/playlist.m3u8?fbl=$QWDX高清
江苏无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8?fbl=$QWDX高清
江苏无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8?fbl=$QWDX高清
江苏无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8?fbl=$QWDX高清
江苏无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8?fbl=$QWDX高清
江苏靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8?fbl=$TZDX高清
江苏南京-梵音广场,http://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
江苏南京-玄武湖,http://gcalic.v.myalicdn.com/gc/tyhjrys_1/index.m3u8
江苏南京-玄武湖公园,http://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
江苏无锡-大剧院,http://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
江苏无锡-惠山二茅峰望锡城,http://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台南,http://gcalic.v.myalicdn.com/gc/ylh03_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,http://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
江苏 Ⅰ 连云港公共 (480p) [Not 24/7],https://live.lyg1.com/ggpd/sd/live.m3u8
江苏 Ⅰ 连云港综合 (480p) [Not 24/7],https://live.lyg1.com/zhpd/sd/live.m3u8

山东,#genre#
山东齐鲁,rtmp://livealone.iqilu.com/iqilu/qlpdhjOF03kn
山东文旅,rtmp://livealone.iqilu.com/iqilu/yspdhjOF03kn
山东综艺,rtmp://livealone.iqilu.com/iqilu/zypdhjOF03kn
山东新闻,rtmp://livealone.iqilu.com/iqilu/ggpdhjOF03kn
山东生活,rtmp://livealone.iqilu.com/iqilu/shpdhjOF03kn
山东农科,rtmp://livealone.iqilu.com/iqilu/nkpdhjOF03kn
山东体育,rtmp://livealone.iqilu.com/iqilu/typdhjOF03kn
山东少儿,rtmp://livealone.iqilu.com/iqilu/sepdhjOF03kn
山东教育,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8#http://lu1.cc/itv/php/migu.php?id=sdjy#http://lu1.cc/itv/php/cqyx.php?id=sdjy#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
山东教育卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226701/1.m3u8?fbl=
山东枣庄公共频道,http://stream.zztvzd.com/3/sd/live.m3u8?fbl=$SDDX标清
山东枣庄经济生活,http://stream.zztvzd.com/2/sd/live.m3u8?fbl=$SDDX标清
山东枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?fbl=$SDDX标清
山东青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?fbl=$QWDX超清
山东青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?fbl=$SDDX标清
山东青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?fbl=$SDDX标清
山东威海综合,http://l1.weihai.tv:8081/hls/969O76hb21.m3u8?fbl=$QWDX流畅
山东威海都市生活,http://l2.weihai.tv:8081/hls/g16E3482eN.m3u8?fbl=$QWDX流畅
山东威海海洋,http://l2.weihai.tv:8081/hls/x8b19NoyEG.m3u8?fbl=$QWDX流畅
山东滨城,http://alivealone.litenews.cn/249/301df5063a8f46dc8c7bea7984bebfd6.flv?fbl=$QWDX超清
山东曹县综合,http://alivealone.litenews.cn/87/17899f8e9ec8476991285406f464ed29.flv?fbl=$QWDX超清
山东成武综合,http://alivealone.litenews.cn/131/fe5bb10e7b4845a784116b133146698a.flv?fbl=$QWDX超清
山东成武综艺,http://alivealone.litenews.cn/131/44014c16d42d4929bb9bc2dd94572a3a.flv?fbl=$QWDX超清
山东茌平生活,http://alivealone.litenews.cn/31/e2e5976345df49fdab46f2abff9de5c2.flv?fbl=$QWDX流畅
山东茌平综合,http://alivealone.litenews.cn/31/112df63fd99c4645a442ecb065948bc9.flv?fbl=$QWDX流畅
山东岱岳,http://alivealone.litenews.cn/293/03338daee33e47f4810595f18507c52a.flv?fbl=$QWDX流畅
山东单县综合,http://alivealone.litenews.cn/155/e92fdee8f99b4cadbd03c0cb770d1154.flv?fbl=$QWDX超清
山东德州经济生活,http://alivealone.litenews.cn/179/889af08ba99f4f29a3f50b21a75a1670.flv?fbl=$QWDX超清
山东德州综合,http://alivealone.litenews.cn/179/0d4aa29109194c9d8da23cc044614538.flv?fbl=$QWDX超清
山东定陶TV-1,http://alivealone.litenews.cn/27/08130f5f60ac4b23a2debdc1e3fe4b9a.flv?fbl=$QWDX高清
山东定陶TV-2,http://alivealone.litenews.cn/27/b91d0a6d35514440b4895c07db91d144.flv?fbl=$QWDX高清
山东东阿综合,http://blivealone.litenews.cn/b95/e9d4c1a139b0476f87562509d2ef7c12.flv?fbl=$QWDX超清
山东东阿综艺,http://blivealone.litenews.cn/b95/f7669543b5fb4497a9d9b2a0b65c0d50.flv?fbl=$QWDX超清
山东东昌综合,http://alivealone.litenews.cn/265/19da11ac39484e54b18a2712f4a3b0f3.flv?fbl=$QWDX标清
山东东明综合,http://alivealone.litenews.cn/111/1a4ac1893b464bbe8113ebae62842aca.flv?fbl=$QWDX高清
山东东平民生,http://alivealone.litenews.cn/187/79c9250a48db4b77bf0e58cf9a06c06c.flv?fbl=$QWDX标清
山东东平综合,http://alivealone.litenews.cn/187/8fccf62feb3c44c0aafbd751e656157b.flv?fbl=$QWDX超清
山东东营区,http://alivealone.litenews.cn/163/5a9c961850234e4c9331aa447e03471c.flv?fbl=$QWDX流畅
山东东营区-2,http://alivealone.litenews.cn/163/cc1c7080f1be4e20aec6a437913f365b.flv?fbl=$QWDX流畅
山东肥城生活,http://alivealone.litenews.cn/51/a0a622ce69e5489bac69dacc457bfa7b.flv?fbl=$QWDX超清
山东肥城综合,http://alivealone.litenews.cn/51/d259f0c070d6433096928576bc83cdd1.flv?fbl=$QWDX超清
山东费县生活,http://alivealone.litenews.cn/41/bae49ccb84d44fa689098f15fafdb5e8.flv?fbl=$QWDX高清
山东费县综合,http://alivealone.litenews.cn/41/b9db01b3511d48e6921fa442ce543881.flv?fbl=$QWDX高清
山东冠县综合,http://alivealone.litenews.cn/79/c1e45c084a224c8fac75bb7ae8ff4d97.flv?fbl=$QWDX标清
山东河东影视,http://alivealone.litenews.cn/191/c15fdbc5161e45808c55c45eba8fda1d.flv?fbl=$QWDX超清
山东河东综合,http://alivealone.litenews.cn/191/21838cacf6bb48efbc3bee9c7ca5ecd5.flv?fbl=$QWDX超清
山东黄岛生活,http://alivealone.litenews.cn/227/fc4f8ec50d0b4a95a8b17d91c9bfec30.flv?fbl=$QWDX超清
山东黄岛综合,http://alivealone.litenews.cn/227/679fcc2c9e6040e9bf2e9b8f0b5d6e91.flv?fbl=$QWDX超清
山东惠民影视,http://alivealone.litenews.cn/211/8f6e0b8b2ec74a1796a7d28770a3c944.flv?fbl=$QWDX流畅
山东惠民综合,http://alivealone.litenews.cn/211/22b6a70cae46443b857d5ff1a12f9dce.flv?fbl=$QWDX流畅
山东即墨生活,http://alivealone.litenews.cn/221/f0e3fc7012af4efca7be0386f758d494.flv?fbl=$QWDX高清
山东即墨综合,http://alivealone.litenews.cn/221/34e5175319f14defa189f4c61a163025.flv?fbl=$QWDX超清
山东济铁综合,http://alivealone.litenews.cn/303/8876f9ea0ce6400d9b1e54a129ff1c0c.flv?fbl=$QWDX超清
山东嘉祥生活,http://alivealone.litenews.cn/273/fed7b37ad3e044319875cb8c6848f117.flv?fbl=$QWDX超清
山东胶州生活,http://alivealone.litenews.cn/305/6b3c364e18a348ed865f67eaf2cdb724.flv?fbl=$QWDX超清
山东胶州综合,http://alivealone.litenews.cn/305/c663c037b5c345cdbe92a1e77e4c8710.flv?fbl=$QWDX超清
山东晋城综合,http://blivealone.litenews.cn/b141/bdc2125bc05546ce8a02e7b58747a518.flv?fbl=$QWDX高清
山东莒南影视,http://alivealone.litenews.cn/105/de9cc9c2de4e457ea68be0ca7c567531.flv?fbl=$QWDX流畅
山东莒南综合,http://alivealone.litenews.cn/105/be75f7ba3c9a4aafbf52431c47f34d96.flv?fbl=$QWDX流畅
山东莒县新闻,http://alivealone.litenews.cn/159/ded31222dba245348d7ea70b00f56f24.flv?fbl=$QWDX超清
山东莒县综合,http://alivealone.litenews.cn/159/0b1ee3da151a4d188a4e96ccda79b82f.flv?fbl=$QWDX超清
山东巨野综合,http://alivealone.litenews.cn/139/c4110c0e12d7493bb17b455c15a203f5.flv?fbl=$QWDX超清
山东莱西生活,http://alivealone.litenews.cn/253/102010c7bdfb471ab50fdb56f6d3fb60.flv?fbl=$QWDX超清
山东莱西综合,http://alivealone.litenews.cn/253/2829e3f24b8a4705aaf48c9826e300b1.flv?fbl=$QWDX超清
山东兰陵公共,http://alivealone.litenews.cn/113/157db250f3974f3f9c28d7a30c313cf5.flv?fbl=$QWDX标清
山东兰山综合,http://alivealone.litenews.cn/201/161a22e99718418da23caa7fa3edb4dd.flv?fbl=$QWDX流畅
山东岚山,http://alivealone.litenews.cn/289/547a6d25776f4f76b27d64f945075683.flv?fbl=$QWDX高清
山东崂山,http://alivealone.litenews.cn/295/a54b85aff0ef4d45bf606ef3c7884d3d.flv?fbl=$QWDX超清
山东乐陵城市生活,http://alivealone.litenews.cn/267/e578295190e1495eb70d9ef855176eaa.flv?fbl=$QWDX标清
山东乐陵综合,http://alivealone.litenews.cn/267/d7d6e3a17d33406396e13b610c3fb0ce.flv?fbl=$QWDX标清
山东李沧,http://alivealone.litenews.cn/173/bc8dac70dcc54987a3abd07313420e4b.flv?fbl=$QWDX超清
山东梁山综合,http://alivealone.litenews.cn/89/cc5e4af8229c4366a5d316eae8cacae6.flv?fbl=$QWDX超清
山东临清经济,http://alivealone.litenews.cn/65/3eed23acd4b34ab3867846f86d287559.flv?fbl=$QWDX标清
山东临清综合,http://alivealone.litenews.cn/65/4f25e3acdf8f4df8b28bdc9ee03154a9.flv?fbl=$QWDX标清
山东临沭生活,http://alivealone.litenews.cn/167/fb91283de3bb4a85adfa892ab1e81651.flv?fbl=$QWDX超清
山东临沭综合,http://alivealone.litenews.cn/167/ccb6d0904c4545c796a46d0b8ab8f974.flv?fbl=$QWDX超清
山东临邑1,http://blivealone.litenews.cn/b49/16703e49ff6743fbb91e120e9a03da0b.flv?fbl=$QWDX超清
山东临邑2,http://blivealone.litenews.cn/b49/6f6cad7cee2e438fb21c364f5eff6292.flv?fbl=$QWDX超清
山东蒙阴TV-2,http://alivealone.litenews.cn/161/c5db65a7d96948d2be14e470e4c829b2.flv?fbl=$QWDX超清
山东蒙阴综合,http://alivealone.litenews.cn/161/7c3e0abc7a604487ab088e35edb7032b.flv?fbl=$QWDX超清
山东牡丹综合,http://alivealone.litenews.cn/219/896cf05fadb5486e94f5f323cf03abd2.flv?fbl=$QWDX超清
山东牡丹综艺,http://alivealone.litenews.cn/219/3c14e65e3308425395661cca82a4abba.flv?fbl=$QWDX超清
山东宁阳-2,http://alivealone.litenews.cn/123/1c9fe1197fbc402ebdb9e592269594eb.flv?fbl=$QWDX高清
山东宁阳综合,http://alivealone.litenews.cn/123/bb0535194dad44bc95eb2e53b1711aeb.flv?fbl=$QWDX高清
山东平度服务,http://alivealone.litenews.cn/45/1ec11ad4f7e544bbbbaa4cef58eb6c0d.flv?fbl=$QWDX超清
